GEOIDFQ,NAME,GEOTYPE,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,57,180501,138000,,,,,,,2.5518223339928623,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,83,196926,153000,,,,,,,2.7141615369604937,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,90,188979,147000,,,,,,,2.526120428924938,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,105,187894,148000,,,,,,,2.4546389358808507,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,130,202963,163275,,,,,,,2.560614139639922,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,143,205070,169000,,,,,,,2.638481233997377,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,144,224364,188250,,,,,,,2.801047509932001,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,130,252828,214750,,,,,,,3.0889058297254146,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,131,266278,236800,,,,,,,3.296259691810855,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,126,269662,259000,,,,,,,3.417923644377581,
0700000US390833652699999,Howard Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,119,285000,285000,,,,,,,3.6826463367360125,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,4,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,4,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,5,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,3,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,7,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,6,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,6,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,4,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,3,,,,,,,,,,
0700000US390833787099999,Jackson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,3,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,2,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,2,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,2,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,2,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,1,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,1,,,,,,,,,,
0700000US390833866899999,Jefferson Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,2,,,,,,,,,,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,7,,,,,,,,,,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,10,198159,151500,,,,,,,2.8014663732687364,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,15,160758,124900,,,,,,,2.215678274289972,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,20,211798,164750,,,,,,,2.8311451745944454,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,13,307232,242000,,,,,,,4.013666368129499,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,13,325934,262200,,,,,,,4.112038140643623,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,26,252091,207750,,,,,,,3.243458440017486,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,20,346825,291000,,,,,,,4.329906110970583,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,20,341951,290450,,,,,,,4.177754124534326,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,19,320479,285000,,,,,,,3.967204443268977,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,13,312349,300000,,,,,,,3.958984916267469,
0700000US390834321899999,Liberty Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,8,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,6,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,2,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,7,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,8,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,5,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,7,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,10,206624,183750,,,,,,,2.557802864739209,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,6,,,,,,,,,,
0700000US390834965899999,Middlebury Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,4,,,,,,,,,,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,17,185135,139500,,,,,,,2.5978137395482226,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,11,228896,175000,,,,,,,3.2360065829619633,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,16,193064,150000,,,,,,,2.6609426832946017,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,14,226775,176400,,,,,,,3.0313445147099256,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,16,246230,193950,,,,,,,3.216737983878993,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,20,214368,172450,,,,,,,2.7045041089015744,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,23,228126,188000,,,,,,,2.9351152188846563,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,21,274123,230000,,,,,,,3.422262561935513,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,24,282556,240000,,,,,,,3.4520949901471454,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,16,337346,300000,,,,,,,4.176004677125239,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,8,,,,,,,,,,
0700000US390835020499999,Milford Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,17,415000,415000,,,,,,,5.362449928931387,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,6,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,8,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,4,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,6,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,5,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,10,231522,190798,,,,,,,2.9788062823955537,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,8,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,15,364968,310000,,,,,,,4.4589560289400625,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,12,359836,320000,,,,,,,4.454404988933588,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,5,,,,,,,,,,
0700000US390835033099999,Miller Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,8,,,,,,,,,,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,7,,,,,,,,,,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,13,119026,91000,,,,,,,1.6827234231402208,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,16,170476,132450,,,,,,,2.3496123893491334,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,11,208584,162250,,,,,,,2.7881901292273845,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,21,234868,185000,,,,,,,3.0682986698510635,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,15,205107,165000,,,,,,,2.587667022144157,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,22,224485,185000,,,,,,,2.888278273902454,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,28,278890,234000,,,,,,,3.481780171708304,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,28,286087,243000,,,,,,,3.4952461775239847,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,31,292366,260000,,,,,,,3.6192040535085406,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,27,353996,340000,,,,,,,4.486849571769798,
0700000US390835143699999,Monroe Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,24,282250,282250,,,,,,,3.6471120299780333,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,4,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,4,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,6,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,9,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,9,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,8,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,5,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,7,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,4,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,9,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390835210899999,Morgan Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,9,,,,,,,,,,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,7,,,,,,,,,,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,10,163432,124950,,,,,,,2.3105087002348417,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,13,293458,228000,,,,,,,4.0446328786077945,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,11,173423,134900,,,,,,,2.3181880670882595,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,11,190433,150000,,,,,,,2.4878097323116726,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,17,182110,146500,,,,,,,2.2975346590552665,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,16,324155,267138,,,,,,,4.170650409042652,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,18,218405,183250,,,,,,,2.7266504977160118,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,22,227457,193200,,,,,,,2.778936467068452,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,17,274375,244000,,,,,,,3.396483804061861,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,15,249879,240000,,,,,,,3.167187933013975,
0700000US390835229099999,Morris Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,21,315000,315000,,,,,,,4.07029331955033,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,5,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,3,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,4,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,6,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,6,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,4,,,,,,,,,,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,11,213652,190000,,,,,,,2.644802962179318,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,10,249577,239710,,,,,,,3.1633543159533897,
0700000US390836265299999,Pike Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,6,,,,,,,,,,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,11,187126,141000,,,,,,,2.625747220618633,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,14,244264,186750,,,,,,,3.4532813106751234,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,11,195574,151950,,,,,,,2.6955349381774316,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,13,243616,189500,,,,,,,3.256461369260379,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,16,228520,180000,,,,,,,2.9853716787740074,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,16,228073,183475,,,,,,,2.877407314472116,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,15,236620,195000,,,,,,,3.044401423843128,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,24,286041,240000,,,,,,,3.5710565863674915,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,21,288442,245000,,,,,,,3.5240136357752108,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,13,275499,245000,,,,,,,3.410403819652278,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,16,371175,356500,,,,,,,4.7045937421645085,
0700000US390836331099999,Pleasant Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,16,379838,379838,,,,,,,4.908108282723866,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,3,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,1,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,4,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,6,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,2,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,3,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,3,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,9,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,5,,,,,,,,,,
0700000US390837835899999,Union Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,7,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2012,2,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2013,2,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2014,9,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2015,7,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2016,5,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2017,4,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2018,5,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2019,2,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2020,6,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2021,3,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2022,6,,,,,,,,,,
0700000US390838219499999,Wayne Township (Knox),COUNTY-TOWNSHIP-REMAINDER,2023,3,,,,,,,,,,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,15,232248,175000,,,,,,,3.2589061248812827,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,24,237005,181200,,,,,,,3.3506536733297585,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,18,128002,99450,,,,,,,1.764204999024321,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,18,255121,198450,,,,,,,3.4102625790486663,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,18,262671,206900,,,,,,,3.4315188907685674,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,20,311949,250950,,,,,,,3.9356062982247035,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,14,322167,265500,,,,,,,4.145069630924874,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,23,336099,282000,,,,,,,4.195991488981802,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,20,407586,346200,,,,,,,4.9796470232872565,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,23,410437,365000,,,,,,,5.080805690502374,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,20,432083,415000,,,,,,,5.476595800836665,
0700000US390890549499999,Bennington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,13,305000,305000,,,,,,,3.941077658612224,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,8,,,,,,,,,,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,17,181155,138500,,,,,,,2.561068067087039,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,19,207222,161000,,,,,,,2.8560784800695393,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,19,205563,159900,,,,,,,2.7478003849326367,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,20,219950,173250,,,,,,,2.873420240819982,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,15,234941,189000,,,,,,,2.964054952637852,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,21,315493,260000,,,,,,,4.059201898457504,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,16,281572,236250,,,,,,,3.5152588272054994,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,16,320759,272450,,,,,,,3.9188470002732902,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,24,312045,277500,,,,,,,3.862804326340846,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,24,343064,329500,,,,,,,4.348285099700437,
0700000US390890794499999,Bowling Green Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,13,360000,360000,,,,,,,4.6517637937718055,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,8,,,,,,,,,,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,9,,,,,,,,,,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,14,195896,152200,,,,,,,2.6999698426495895,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,11,207491,161400,,,,,,,2.773577124003299,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,14,154886,122000,,,,,,,2.023418582280161,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,17,244885,197000,,,,,,,3.089517596135751,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,16,263922,217500,,,,,,,3.395678511209642,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,10,217511,182500,,,,,,,2.715490945883613,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,9,,,,,,,,,,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,14,269877,240000,,,,,,,3.340803741700191,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,6,,,,,,,,,,
0700000US390891036699999,Burlington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,11,339000,339000,,,,,,,4.380410905801783,
0700000US390892433299999,Eden Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,6,,,,,,,,,,
