GEOIDFQ,NAME,GEOTYPE,YEAR,Number of sales,Median home sale price (2023 dollars),Median home sale price (year-of dollars),Median income (2023 dollars),Median income (year-of dollars),Median income MOE (year-of dollars),Mean income (2023 dollars),Mean income (year-of dollars),Mean income MOE (year-of dollars),Median sale price/income ratio (MSA med inc),Median sale price/income ratio (geography med inc)
0700000US390895145099999,Monroe Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,24,297595,245250,,,,,,,3.8289202522950108,
0700000US390895145099999,Monroe Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,33,315837,265000,,,,,,,3.943041647447439,
0700000US390895145099999,Monroe Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,26,314932,267500,,,,,,,3.847647541101506,
0700000US390895145099999,Monroe Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,30,331723,295000,,,,,,,4.1064045991731515,
0700000US390895145099999,Monroe Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,22,438837,421487,,,,,,,5.562198952188659,
0700000US390895145099999,Monroe Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,21,500000,500000,,,,,,,6.460783046905285,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,29,130059,98000,,,,,,,1.8249874299335183,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,31,147147,112500,,,,,,,2.0802899461898336,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,34,160887,125000,,,,,,,2.217452236078835,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,34,169695,132000,,,,,,,2.2683530382183115,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,20,172659,136000,,,,,,,2.2556141572959167,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,27,198767,159900,,,,,,,2.5076845869142463,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,24,234496,193250,,,,,,,3.0170798726035097,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,37,195462,164000,,,,,,,2.4402220006844524,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,30,210092,178450,,,,,,,2.5667764624656586,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,33,235467,209400,,,,,,,2.9148512646334166,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,31,265393,254900,,,,,,,3.3638175171885925,
0700000US390895405499999,Newark Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,28,277450,277450,,,,,,,3.5850885127277428,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,24,155938,117500,,,,,,,2.188122683848861,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,34,162843,124500,,,,,,,2.3021875404500824,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,25,140293,109000,,,,,,,1.9336183498607442,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,27,127271,99000,,,,,,,1.7012647786637336,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,29,163773,129000,,,,,,,2.139516369788039,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,22,166199,133700,,,,,,,2.0967944294586287,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,27,179588,148000,,,,,,,2.3106226191219634,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,34,172817,145000,,,,,,,2.157513354263693,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,27,235200,199777,,,,,,,2.873538253527609,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,37,234894,208890,,,,,,,2.9077520566823036,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,28,281114,270000,,,,,,,3.563086424640722,
0700000US390895558099999,Newton Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,26,255000,255000,,,,,,,3.2949993539216953,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,8,,,,,,,,,,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,14,79139,60505,,,,,,,1.1188261617263635,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,8,,,,,,,,,,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,14,233267,181450,,,,,,,3.11812620291449,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,12,213412,168100,,,,,,,2.7880054400106147,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,23,182732,147000,,,,,,,2.305376074273885,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,12,245417,202250,,,,,,,3.1575907075501157,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,12,190098,159500,,,,,,,2.373264689690062,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,17,230754,196000,,,,,,,2.819210908620169,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,8,,,,,,,,,,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,8,,,,,,,,,,
0700000US390896192499999,Perry Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,11,240000,240000,,,,,,,3.1011758625145367,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,16,244524,184250,,,,,,,3.4311625914821504,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,18,277618,212250,,,,,,,3.9248136984781525,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,20,308839,239950,,,,,,,4.256621312376931,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,21,282825,220000,,,,,,,3.7805883970305194,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,24,406257,320000,,,,,,,5.307327428931569,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,31,331900,267000,,,,,,,4.187315726742362,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,19,339155,279500,,,,,,,4.363642040841817,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,15,375429,315000,,,,,,,4.687011769607333,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,26,395283,335750,,,,,,,4.8293370539246006,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,31,455417,405000,,,,,,,5.637606314119073,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,15,453115,435200,,,,,,,5.743167451865341,
0700000US390896945699999,St. Albans Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,17,520000,520000,,,,,,,6.719214368781496,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,38,372858,280950,,,,,,,5.231941004487979,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,40,355638,271900,,,,,,,5.0278296566134735,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,39,388703,302000,,,,,,,5.357364602366466,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,64,327178,254500,,,,,,,4.37345339565576,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,45,401179,316000,,,,,,,5.240985836069925,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,48,472368,380000,,,,,,,5.959475566150179,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,38,485374,400000,,,,,,,6.244925997626929,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,52,378409,317500,,,,,,,4.724210275715327,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,53,516723,438900,,,,,,,6.313018713231592,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,39,489151,435000,,,,,,,6.055206781831596,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,34,536981,515750,,,,,,,6.806154901883157,
0700000US390897840099999,Union Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,33,570000,570000,,,,,,,7.365292673472025,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2012,4,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2013,3,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2014,6,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2015,1,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2017,7,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2018,9,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2019,8,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2020,7,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2021,6,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2022,3,,,,,,,,,,
0700000US390898141099999,Washington Township (Licking),COUNTY-TOWNSHIP-REMAINDER,2023,9,,,,,,,,,,
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,3,,,,,,,,,,
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,2,,,,,,,,,,
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,2,,,,,,,,,,
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,1,,,,,,,,,,
0700000US390910711899999,Bloomfield Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,1,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,2,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,7,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,1,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,3,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,3,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,2,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,6,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,3,,,,,,,,,,
0700000US390910755299999,Bokescreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,3,,,,,,,,,,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,2,,,,,,,,,,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,6,,,,,,,,,,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,10,251478,211000,,,,,,,3.1395539155147527,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,4,,,,,,,,,,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,9,,,,,,,,,,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,11,312349,300000,,,,,,,3.958984916267469,
0700000US390913390899999,Harrison Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,6,,,,,,,,,,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,10,307616,239000,,,,,,,4.239768675382733,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,4,,,,,,,,,,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,7,,,,,,,,,,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,14,215052,173000,,,,,,,2.713129665642055,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,12,287281,236750,,,,,,,3.696215574845438,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,20,285922,239900,,,,,,,3.5695686461231717,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,3,,,,,,,,,,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,11,337346,300000,,,,,,,4.176004677125239,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,18,364408,350000,,,,,,,4.618815735645381,
0700000US390913868299999,Jefferson Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,12,364000,364000,,,,,,,4.703450058147047,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,2,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,1,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,4,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,6,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,5,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,3,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,4,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390914128699999,Lake Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,6,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,3,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,9,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,2,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,2,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,6,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,6,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,7,,,,,,,,,,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,10,377422,362500,,,,,,,4.783773440489858,
0700000US390914324699999,Liberty Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,8,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,4,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,5,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,1,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,1,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,10,256245,215000,,,,,,,3.1990715252875446,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,11,300098,254900,,,,,,,3.6664125541187804,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,9,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390914568299999,McArthur Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,5,,,,,,,,,,
0700000US390914937899999,Miami Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,1,,,,,,,,,,
0700000US390914937899999,Miami Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,2,,,,,,,,,,
0700000US390914937899999,Miami Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,1,,,,,,,,,,
0700000US390914937899999,Miami Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,1,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,4,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,8,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,11,286041,240000,,,,,,,3.5710565863674915,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,7,,,,,,,,,,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,12,363209,323000,,,,,,,4.49616503570484,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,10,442495,425000,,,,,,,5.608561964712248,
0700000US390915146499999,Monroe Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,5,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,4,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,8,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,5,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,3,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,5,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,4,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390916193899999,Perry Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,8,,,,,,,,,,
0700000US390916332499999,Pleasant Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,1,,,,,,,,,,
0700000US390916332499999,Pleasant Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,1,,,,,,,,,,
0700000US390916332499999,Pleasant Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,2,,,,,,,,,,
0700000US390916332499999,Pleasant Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,1,,,,,,,,,,
0700000US390916332499999,Pleasant Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,5,,,,,,,,,,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,3,,,,,,,,,,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,8,,,,,,,,,,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,14,312633,251500,,,,,,,3.9442318549651842,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,8,,,,,,,,,,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,12,199633,167500,,,,,,,2.492299909235645,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,5,,,,,,,,,,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,5,,,,,,,,,,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,17,520582,500000,,,,,,,6.598308193779115,
0700000US390916674099999,Richland Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,6,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,2,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,4,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,3,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,6,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,6,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,8,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,4,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,6,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,6,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,7,,,,,,,,,,
0700000US390916913499999,Rushcreek Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,3,,,,,,,,,,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,7,,,,,,,,,,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,12,111202,86500,,,,,,,1.486458619741545,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,21,266606,210000,,,,,,,3.482933625236342,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,19,223629,179900,,,,,,,2.821341195658993,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,21,106176,87500,,,,,,,1.3660775619808905,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,25,244327,205000,,,,,,,3.0502775008555654,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,35,247236,210000,,,,,,,3.020583116378752,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,26,355281,315950,,,,,,,4.3980289257923975,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,36,374767,359950,,,,,,,4.750122068701585,
0700000US390917478099999,Stokes Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,34,255000,255000,,,,,,,3.2949993539216953,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,3,,,,,,,,,,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,1,,,,,,,,,,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,3,,,,,,,,,,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,1,,,,,,,,,,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,2,,,,,,,,,,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,3,,,,,,,,,,
0700000US390917841499999,Union Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,3,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,4,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,6,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,9,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,7,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2018,7,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2019,8,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2020,3,,,,,,,,,,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2021,15,477907,425000,,,,,,,5.916006625927421,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2022,11,348790,335000,,,,,,,4.420866489832007,
0700000US390918142499999,Washington Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2023,17,255000,255000,,,,,,,3.2949993539216953,
0700000US390918804299999,Zane Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2013,1,,,,,,,,,,
0700000US390918804299999,Zane Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2014,10,331427,257500,,,,,,,4.5679516063224,
0700000US390918804299999,Zane Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2015,12,266756,207500,,,,,,,3.565782238108331,
0700000US390918804299999,Zane Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2016,8,,,,,,,,,,
0700000US390918804299999,Zane Township (Logan),COUNTY-TOWNSHIP-REMAINDER,2017,6,,,,,,,,,,
